Name,Age,#days,Lev,Date,Tm, ,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Matt Vierling,26,2,Maj-AL,"Mar 30, 2023",Detroit,@,Tampa Bay,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663837
David Villar,26,2,Maj-NL,"Mar 30, 2023",San Francisco,@,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,681584
Daniel Vogelbach,30,2,Maj-NL,"Mar 30, 2023",New York,@,Miami,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,596129
Anthony Volpe,22,2,Maj-AL,"Mar 30, 2023",New York,,San Francisco,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.333,0.0,0.333,683011
Jason Vosler,29,2,Maj-NL,"Mar 30, 2023",Cincinnati,,Pittsburgh,1,4,4,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0.25,0.25,0.75,1.0,613564
LaMonte Wade Jr.,29,2,Maj-NL,"Mar 30, 2023",San Francisco,@,New York,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.25,664774
Christian Walker,32,2,Maj-NL,"Mar 30, 2023",Arizona,@,Los Angeles,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,572233
Jordan Walker,21,2,Maj-NL,"Mar 30, 2023",St. Louis,,Toronto,1,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,691023
Taylor Walls,26,2,Maj-AL,"Mar 30, 2023",Tampa Bay,,Detroit,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670764
Taylor Ward,29,2,Maj-AL,"Mar 30, 2023",Los Angeles,@,Oakland,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.25,0.25,0.25,0.5,621493
Joey Wendle,33,2,Maj-NL,"Mar 30, 2023",Miami,,New York,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621563
Jesse Winker,29,2,Maj-NL,"Mar 30, 2023",Milwaukee,@,Chicago,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608385
Patrick Wisdom,31,2,Maj-NL,"Mar 30, 2023",Chicago,,Milwaukee,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,621550
Brett Wisely,24,2,Maj-NL,"Mar 30, 2023",San Francisco,@,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,689172
Bobby Witt,23,2,Maj-AL,"Mar 30, 2023",Kansas City,,Minnesota,1,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,677951
Connor Wong,27,2,Maj-AL,"Mar 30, 2023",Boston,,Baltimore,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,657136
Kolten Wong,32,2,Maj-AL,"Mar 30, 2023",Seattle,,Cleveland,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.25,0.0,0.25,543939
Mike Yastrzemski,32,2,Maj-NL,"Mar 30, 2023",San Francisco,@,New York,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,573262
Christian Yelich,31,2,Maj-NL,"Mar 30, 2023",Milwaukee,@,Chicago,1,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,592885
Masataka Yoshida,29,2,Maj-AL,"Mar 30, 2023",Boston,,Baltimore,1,5,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.6,0.5,1.1,807799
Mike Zunino,32,2,Maj-AL,"Mar 30, 2023",Cleveland,@,Seattle,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572287
